Name,Chromatic,Clique,CR==CL,Ind,n,m,MinD,MaxD
"{Empty, 2}",1,1,True,2,2,0,0,0
"{Empty, 3}",1,1,True,3,3,0,0,0
"P2+K1",2,2,True,2,3,1,0,1
"{Path, 3}",2,2,True,2,3,2,1,2
"C3+K1",3,3,True,2,4,3,0,2
"ClawGraph",2,2,True,3,4,3,1,3
"DiamondGraph",3,3,True,2,4,5,2,3
"{Empty, 4}",1,1,True,4,4,0,0,0
"{LadderRung, 2}",2,2,True,2,4,2,1,1
"P2+2K1",2,2,True,3,4,1,0,1
"P3+K1",2,2,True,3,4,2,0,2
"{Path, 4}",2,2,True,2,4,3,1,2
"PawGraph",3,3,True,2,4,4,1,3
"SquareGraph",2,2,True,2,4,4,2,2
"{5, 10}",3,3,True,3,5,4,0,3
"{5, 31}",3,3,True,2,5,7,2,3
"2P2+K1",2,2,True,3,5,2,0,1
"BannerGraph",2,2,True,3,5,5,1,3
"BullGraph",3,3,True,3,5,5,1,3
"ButterflyGraph",3,3,True,2,5,6,2,4
"C3+2K1",3,3,True,3,5,3,0,2
"C3+P2",3,3,True,2,5,4,1,2
"C4+K1",2,2,True,3,5,4,0,2
"{CompleteBipartite, {2, 3}}",2,2,True,3,5,6,2,3
"{CompleteTripartite, {1, 1, 3}}",3,3,True,3,5,7,2,4
"CricketGraph",3,3,True,3,5,5,1,4
"{Cycle, 5}",3,2,False,2,5,5,2,2
"DartGraph",3,3,True,3,5,6,1,4
"{Empty, 5}",1,1,True,5,5,0,0,0
"ForkGraph",2,2,True,3,5,4,1,3
"GemGraph",3,3,True,2,5,7,2,4
"HouseGraph",3,3,True,2,5,6,2,3
"HouseXGraph",4,4,True,2,5,8,2,4
"{JohnsonSkeleton, 12}",4,4,True,2,5,9,3,4
"K1,3+K1",2,2,True,4,5,3,0,3
"K4-e+K1",3,3,True,3,5,5,0,3
"K4+K1",4,4,True,2,5,6,0,3
"KiteGraph",3,3,True,2,5,6,1,3
"{Lollipop, {4, 1}}",4,4,True,2,5,7,1,4
"P2+3K1",2,2,True,4,5,1,0,1
"P3+2K1",2,2,True,4,5,2,0,2
"P3+P2",2,2,True,3,5,3,1,2
"P4+K1",2,2,True,3,5,3,0,2
"{Path, 5}",2,2,True,3,5,4,1,2
"PentatopeGraph",5,5,True,1,5,10,4,4
"{Star, 5}",2,2,True,4,5,4,1,4
"{Tadpole, {3, 2}}",3,3,True,2,5,5,1,3
"{6, 12}",3,3,True,4,6,4,0,3
"{6, 13}",2,2,True,4,6,4,0,3
"{6, 14}",3,3,True,4,6,5,0,4
"{6, 16}",3,3,True,4,6,6,1,5
"{6, 19}",3,3,True,4,6,5,0,3
"{6, 21}",3,3,True,4,6,6,1,4
"{6, 24}",2,2,True,4,6,5,0,3
"{6, 25}",3,3,True,4,6,6,0,4
"{6, 28}",2,2,True,4,6,6,1,3
"{6, 29}",3,3,True,4,6,7,1,4
"{6, 32}",2,2,True,4,6,7,1,4
"{6, 33}",3,3,True,4,6,8,1,5
"{6, 39}",3,3,True,3,6,5,1,3
"{6, 41}",3,3,True,3,6,5,0,3
"{6, 42}",3,3,True,3,6,6,0,4
"{6, 44}",3,3,True,3,6,6,1,4
"{6, 45}",3,3,True,3,6,7,1,5
"{6, 49}",3,3,True,3,6,6,1,3
"{6, 51}",3,3,True,3,6,6,1,3
"{6, 53}",3,3,True,3,6,7,1,4
"{6, 55}",3,3,True,3,6,7,1,4
"{6, 57}",3,3,True,3,6,8,2,5
"{6, 59}",4,4,True,3,6,7,0,4
"{6, 60}",3,3,True,3,6,7,1,4
"{6, 61}",4,4,True,3,6,8,1,5
"{6, 65}",3,3,True,3,6,6,0,3
"{6, 66}",3,3,True,3,6,6,0,3
"{6, 67}",3,3,True,3,6,7,0,4
"{6, 69}",3,3,True,3,6,7,1,4
"{6, 70}",3,3,True,3,6,7,1,4
"{6, 71}",3,3,True,3,6,8,1,5
"{6, 72}",4,4,True,3,6,8,1,4
"{6, 73}",4,4,True,3,6,8,0,4
"{6, 74}",3,3,True,3,6,8,1,4
"{6, 75}",4,4,True,3,6,9,1,5
"{6, 76}",3,2,False,3,6,7,2,3
"{6, 77}",3,3,True,3,6,8,2,4
"{6, 78}",3,3,True,3,6,8,1,4
"{6, 79}",3,3,True,3,6,8,1,4
"{6, 80}",3,3,True,3,6,8,2,4
"{6, 81}",3,3,True,3,6,9,2,5
"{6, 82}",3,3,True,3,6,9,2,4
"{6, 83}",4,4,True,3,6,10,2,5
"{6, 84}",3,3,True,3,6,7,1,3
"{6, 86}",3,3,True,3,6,7,2,3
"{6, 88}",3,3,True,3,6,7,1,3
"{6, 90}",3,3,True,3,6,8,1,4
"{6, 92}",3,3,True,3,6,8,2,4
"{6, 95}",3,3,True,3,6,9,2,4
"{6, 96}",4,4,True,3,6,10,2,5
"{6, 97}",3,3,True,3,6,7,0,3
"{6, 99}",2,2,True,3,6,7,1,3
"{6, 100}",3,3,True,3,6,8,1,4
"{6, 101}",3,3,True,3,6,9,1,5
"{6, 102}",4,4,True,3,6,9,1,4
"{6, 103}",4,4,True,3,6,9,0,4
"{6, 104}",3,3,True,3,6,9,1,4
"{6, 105}",4,4,True,3,6,10,1,5
"{6, 106}",3,3,True,3,6,8,1,3
"{6, 108}",3,3,True,3,6,9,2,4
"{6, 109}",3,3,True,3,6,9,2,4
"{6, 110}",3,3,True,3,6,10,2,5
"{6, 111}",4,4,True,3,6,11,2,5
"{6, 112}",3,3,True,3,6,10,2,4
"{6, 114}",3,3,True,3,6,10,3,4
"{6, 120}",3,3,True,3,6,7,1,3
"{6, 122}",3,3,True,2,6,8,2,4
"{6, 123}",4,4,True,2,6,9,2,5
"{6, 124}",4,4,True,2,6,9,2,4
"{6, 125}",3,3,True,2,6,8,2,3
"{6, 127}",4,4,True,2,6,9,1,4
"{6, 128}",3,3,True,2,6,9,2,4
"{6, 129}",4,4,True,2,6,10,2,5
"{6, 130}",3,3,True,2,6,10,3,4
"{6, 133}",4,4,True,2,6,10,1,4
"{6, 135}",4,4,True,2,6,10,2,4
"{6, 136}",4,4,True,2,6,10,2,4
"{6, 137}",4,4,True,2,6,11,2,5
"{6, 138}",5,5,True,2,6,12,2,5
"{6, 139}",3,3,True,2,6,8,2,3
"{6, 140}",3,3,True,3,6,8,2,3
"{6, 141}",3,3,True,2,6,9,2,4
"{6, 144}",3,3,True,2,6,10,2,4
"{6, 148}",5,5,True,2,6,13,3,5
"{6, 149}",4,4,True,2,6,11,3,4
"{6, 150}",4,4,True,2,6,11,2,4
"2C3",3,3,True,2,6,6,2,2
"2P2+2K1",2,2,True,4,6,2,0,1
"2P2+K1,3",2,2,True,5,6,3,0,3
"2P3",2,2,True,4,6,4,1,2
"AGraph",2,2,True,3,6,6,1,3
"AntennaGraph",3,3,True,3,6,7,1,3
"{Barbell, 3}",3,3,True,2,6,7,2,3
"{BiggestLittlePolygon, 6}",4,4,True,2,6,12,3,5
"{BlackBishop, {3, 4}}",3,3,True,3,6,8,2,4
"C3+3K1",3,3,True,4,6,3,0,2
"C3+P2+K1",3,3,True,3,6,4,0,2
"C3+P3",3,3,True,3,6,5,1,2
"C4+2K1",2,2,True,4,6,4,0,2
"C4+P2",2,2,True,3,6,5,1,2
"C5+K1",3,2,False,3,6,5,0,2
"{Complete, 6}",6,6,True,1,6,15,5,5
"{CompleteBipartite, {2, 4}}",2,2,True,4,6,8,2,4
"{CompleteTripartite, {1, 1, 4}}",3,3,True,4,6,9,2,5
"{CompleteTripartite, {1, 2, 3}}",3,3,True,3,6,11,3,5
"{Cone, {3, 3}}",4,4,True,3,6,12,3,5
"CrossGraph",2,2,True,4,6,5,1,4
"{Cycle, 6}",2,2,True,3,6,6,2,2
"DominoGraph",2,2,True,3,6,7,2,3
"EGraph",2,2,True,3,6,5,1,3
"{Empty, 6}",1,1,True,6,6,0,0,0
"{Fan, {1, 5}}",3,3,True,3,6,9,2,5
"{Fan, {2, 4}}",3,3,True,2,6,11,3,4
"FishGraph",3,3,True,3,6,7,2,4
"{HamiltonLaceable, {6, 1}}",2,2,True,3,6,8,2,3
"{Hexahedral, 3}",3,3,True,2,6,10,3,4
"{Hexahedral, 4}",4,4,True,2,6,11,3,5
"{Hexahedral, 5}",4,4,True,2,6,12,3,5
"HGraph",2,2,True,4,6,5,1,3
"K1,1,3+K1",3,3,True,4,6,7,0,4
"K1,4+K1",2,2,True,5,6,4,0,4
"K2,3+K1",2,2,True,4,6,6,0,3
"K4+2K1",4,4,True,3,6,6,0,3
"K4-e+2K1",3,3,True,4,6,5,0,3
"K5+K1",5,5,True,2,6,10,0,4
"{King, {2, 3}}",4,4,True,2,6,11,3,5
"{LadderRung, 3}",2,2,True,3,6,3,1,1
"{Lollipop, {4, 2}}",4,4,True,2,6,8,1,4
"{Lollipop, {5, 1}}",5,5,True,2,6,11,1,5
"MothGraph",3,3,True,4,6,7,1,5
"NetGraph",3,3,True,3,6,6,1,3
"OctahedralGraph",3,3,True,2,6,12,4,4
"P2+4K1",2,2,True,5,6,1,0,1
"P2+K1,3",2,2,True,4,6,4,1,3
"P2+K4",4,4,True,2,6,7,1,3
"P2+K4-e",3,3,True,3,6,6,1,3
"P3+3K1",2,2,True,5,6,2,0,2
"P3+P2+K1",2,2,True,4,6,3,0,2
"P4+2K1",2,2,True,4,6,3,0,2
"P4+P2",2,2,True,3,6,4,1,2
"P5+K1",2,2,True,4,6,4,0,2
"{Pan, 5}",3,2,False,3,6,6,1,3
"{Path, 6}",2,2,True,3,6,5,1,2
"{Polyiamond, {4, 1}}",3,3,True,2,6,9,2,4
"{Prism, 3}",3,3,True,2,6,9,3,3
"{Queen, {2, 3}}",4,4,True,2,6,13,4,5
"RGraph",2,2,True,4,6,6,1,4
"{Star, 6}",2,2,True,5,6,5,1,5
"{Tadpole, {3, 3}}",3,3,True,3,6,6,1,3
"{Tadpole, {4, 2}}",2,2,True,3,6,6,1,3
"{Tree, {6, 2}}",2,2,True,4,6,5,1,3
"{TriangularGrid, 2}",3,3,True,3,6,9,2,4
"{Turan, {6, 5}}",5,5,True,2,6,14,4,5
"UtilityGraph",2,2,True,3,6,9,3,3
"W5+K1",3,3,True,3,6,8,0,4
"{7, 14}",3,3,True,5,7,4,0,3
"{7, 15}",2,2,True,5,7,4,0,3
"{7, 16}",3,3,True,5,7,5,0,4
"{7, 17}",2,2,True,5,7,5,0,4
"{7, 18}",3,3,True,5,7,6,0,5
"{7, 20}",3,3,True,5,7,7,1,6
"{7, 22}",2,2,True,5,7,5,0,3
"{7, 25}",3,3,True,5,7,5,0,3
"{7, 26}",2,2,True,5,7,5,0,3
"{7, 27}",3,3,True,5,7,6,0,4
"{7, 29}",3,3,True,5,7,7,1,5
"{7, 32}",2,2,True,5,7,5,0,3
"{7, 33}",3,3,True,5,7,6,0,4
"{7, 34}",2,2,True,5,7,6,0,4
"{7, 35}",3,3,True,5,7,7,0,5
"{7, 36}",2,2,True,5,7,7,1,5
"{7, 37}",3,3,True,5,7,8,1,6
"{7, 39}",3,3,True,5,7,7,1,4
"{7, 40}",2,2,True,5,7,6,0,3
"{7, 41}",3,3,True,5,7,7,0,4
"{7, 42}",2,2,True,5,7,7,1,4
"{7, 43}",3,3,True,5,7,8,1,5
"{7, 46}",2,2,True,5,7,7,0,4
"{7, 47}",3,3,True,5,7,8,0,5
"{7, 48}",2,2,True,5,7,8,1,5
"{7, 49}",3,3,True,5,7,9,1,6
"{7, 50}",2,2,True,5,7,8,1,4
"{7, 51}",3,3,True,5,7,9,1,5
"{7, 54}",2,2,True,5,7,9,1,5
"{7, 55}",3,3,True,5,7,10,1,6
"{7, 62}",3,3,True,4,7,5,0,3
"{7, 63}",2,2,True,4,7,5,1,3
"{7, 64}",3,3,True,4,7,6,1,4
"{7, 66}",3,3,True,4,7,5,0,3
"{7, 67}",3,3,True,4,7,6,0,4
"{7, 68}",2,2,True,4,7,5,0,3
"{7, 69}",3,3,True,4,7,6,0,4
"{7, 70}",3,3,True,4,7,7,0,5
"{7, 72}",3,3,True,4,7,7,1,5
"{7, 73}",3,3,True,4,7,8,1,6
"{7, 74}",3,3,True,4,7,6,1,3
"{7, 77}",2,2,True,4,7,6,1,3
"{7, 78}",3,3,True,4,7,7,1,4
"{7, 80}",3,3,True,4,7,6,0,3
"{7, 83}",3,3,True,4,7,6,1,3
"{7, 84}",3,3,True,4,7,7,1,4
"{7, 86}",3,3,True,4,7,6,0,3
"{7, 87}",3,3,True,4,7,6,0,3
"{7, 88}",3,3,True,4,7,7,0,4
"{7, 90}",3,3,True,4,7,7,1,4
"{7, 91}",3,3,True,4,7,7,1,4
"{7, 92}",3,3,True,4,7,8,1,5
"{7, 93}",2,2,True,4,7,6,0,3
"{7, 94}",3,3,True,4,7,7,0,4
"{7, 95}",3,3,True,4,7,7,0,4
"{7, 96}",3,3,True,4,7,8,0,5
"{7, 97}",2,2,True,4,7,7,1,4
"{7, 98}",3,3,True,4,7,8,1,5
"{7, 99}",3,3,True,4,7,8,1,5
"{7, 100}",3,3,True,4,7,9,1,6
"{7, 103}",3,3,True,4,7,7,1,3
"{7, 104}",3,3,True,4,7,8,1,4
"{7, 105}",2,2,True,4,7,7,1,3
"{7, 106}",3,3,True,4,7,8,1,4
"{7, 107}",3,3,True,4,7,8,1,4
"{7, 108}",3,3,True,4,7,9,1,5
"{7, 109}",2,2,True,4,7,8,1,4
"{7, 110}",3,3,True,4,7,9,1,5
"{7, 111}",3,3,True,4,7,9,2,5
"{7, 112}",3,3,True,4,7,10,2,6
"{7, 115}",4,4,True,4,7,7,0,4
"{7, 116}",3,3,True,4,7,7,0,4
"{7, 117}",4,4,True,4,7,8,0,5
"{7, 118}",3,3,True,4,7,7,1,4
"{7, 119}",3,3,True,4,7,8,1,5
"{7, 120}",4,4,True,4,7,9,1,6
"{7, 122}",3,2,False,4,7,6,0,3
"{7, 124}",3,2,False,4,7,7,1,4
"{7, 125}",3,3,True,4,7,6,0,3
"{7, 126}",3,3,True,4,7,7,1,4
"{7, 127}",3,3,True,4,7,7,1,4
"{7, 128}",3,3,True,4,7,6,0,3
"{7, 129}",3,3,True,4,7,6,0,3
"{7, 130}",3,3,True,4,7,7,0,4
"{7, 131}",2,2,True,4,7,6,0,3
"{7, 132}",3,3,True,4,7,7,0,4
"{7, 133}",3,3,True,4,7,7,0,4
"{7, 134}",3,3,True,4,7,8,0,5
"{7, 135}",2,2,True,4,7,7,1,4
"{7, 136}",3,3,True,4,7,8,1,5
"{7, 137}",3,3,True,4,7,8,1,5
"{7, 138}",3,3,True,4,7,9,1,6
"{7, 139}",4,4,True,4,7,8,0,4
"{7, 140}",3,3,True,4,7,8,1,4
"{7, 141}",4,4,True,4,7,9,1,5
"{7, 142}",4,4,True,4,7,8,0,4
"{7, 143}",3,3,True,4,7,8,0,4
"{7, 144}",4,4,True,4,7,9,0,5
"{7, 145}",3,3,True,4,7,8,1,4
"{7, 146}",3,3,True,4,7,9,1,5
"{7, 147}",3,3,True,4,7,9,1,5
"{7, 148}",4,4,True,4,7,10,1,6
"{7, 149}",3,2,False,4,7,7,1,3
"{7, 150}",3,3,True,4,7,8,1,4
"{7, 151}",3,2,False,4,7,7,0,3
"{7, 152}",3,3,True,4,7,8,0,4
"{7, 153}",3,2,False,4,7,8,1,4
"{7, 154}",3,3,True,4,7,9,1,5
"{7, 155}",3,3,True,4,7,8,1,4
"{7, 156}",3,3,True,4,7,8,0,4
"{7, 157}",3,3,True,4,7,8,1,4
"{7, 158}",3,3,True,4,7,8,1,4
"{7, 159}",3,3,True,4,7,9,1,5
"{7, 160}",3,3,True,4,7,8,0,4
"{7, 161}",3,3,True,4,7,8,0,4
"{7, 162}",3,3,True,4,7,9,0,5
"{7, 163}",2,2,True,4,7,8,1,4
"{7, 164}",3,3,True,4,7,9,1,5
"{7, 165}",3,3,True,4,7,9,1,5
"{7, 166}",3,3,True,4,7,10,1,6
"{7, 167}",3,3,True,4,7,9,1,4
"{7, 168}",4,4,True,4,7,10,1,5
"{7, 169}",3,3,True,4,7,9,0,4
"{7, 170}",4,4,True,4,7,10,0,5
"{7, 171}",3,3,True,4,7,10,1,5
"{7, 172}",4,4,True,4,7,11,1,6
"{7, 173}",3,2,False,4,7,9,2,4
"{7, 174}",3,3,True,4,7,10,2,5
"{7, 175}",3,3,True,4,7,9,1,4
"{7, 176}",3,3,True,4,7,10,1,5
"{7, 177}",2,2,True,4,7,9,1,4
"{7, 178}",3,3,True,4,7,10,1,5
"{7, 179}",3,3,True,4,7,10,2,5
"{7, 180}",3,3,True,4,7,11,2,6
"{7, 181}",3,3,True,4,7,11,2,5
"{7, 182}",4,4,True,4,7,12,2,6
"{7, 183}",2,2,True,4,7,7,1,3
"{7, 184}",3,3,True,4,7,7,1,3
"{7, 185}",3,3,True,4,7,7,1,3
"{7, 186}",3,3,True,4,7,8,1,4
"{7, 187}",3,3,True,4,7,8,1,4
"{7, 190}",3,3,True,4,7,8,1,4
"{7, 192}",3,3,True,4,7,8,1,4
"{7, 193}",3,3,True,4,7,9,1,5
"{7, 195}",3,3,True,4,7,9,2,5
"{7, 196}",3,3,True,4,7,10,2,6
"{7, 197}",3,3,True,4,7,9,1,4
"{7, 198}",3,3,True,4,7,9,1,4
"{7, 199}",3,3,True,4,7,9,1,4
"{7, 200}",3,3,True,4,7,9,1,4
"{7, 201}",3,3,True,4,7,10,1,5
"{7, 202}",3,2,False,4,7,9,2,4
"{7, 203}",3,3,True,4,7,10,2,5
"{7, 204}",3,3,True,4,7,11,2,6
"{7, 205}",2,2,True,4,7,7,1,3
"{7, 206}",3,2,False,4,7,7,1,3
"{7, 207}",3,3,True,4,7,7,0,3
"{7, 208}",3,3,True,4,7,8,1,4
"{7, 210}",3,3,True,4,7,7,0,3
"{7, 211}",3,3,True,4,7,8,0,4
"{7, 213}",3,3,True,4,7,8,1,4
"{7, 214}",3,3,True,4,7,9,1,5
"{7, 215}",3,3,True,4,7,7,0,3
"{7, 216}",3,3,True,4,7,8,1,4
"{7, 217}",3,3,True,4,7,7,0,3
"{7, 218}",3,3,True,4,7,8,1,4
"{7, 219}",3,3,True,4,7,8,0,4
"{7, 220}",3,3,True,4,7,8,1,4
"{7, 221}",3,3,True,4,7,9,1,5
"{7, 222}",2,2,True,4,7,7,0,3
"{7, 223}",3,3,True,4,7,8,0,4
"{7, 224}",3,3,True,4,7,9,0,5
"{7, 225}",2,2,True,4,7,8,1,4
"{7, 226}",3,3,True,4,7,9,1,5
"{7, 227}",3,3,True,4,7,10,1,6
"{7, 228}",3,3,True,4,7,9,0,4
"{7, 229}",3,3,True,4,7,9,1,4
"{7, 230}",3,3,True,4,7,10,1,5
"{7, 232}",3,3,True,4,7,9,1,4
"{7, 233}",4,4,True,4,7,9,0,4
"{7, 234}",3,3,True,4,7,9,1,4
"{7, 235}",4,4,True,4,7,10,1,5
"{7, 236}",3,3,True,4,7,9,0,4
"{7, 237}",4,4,True,4,7,10,0,5
"{7, 238}",3,3,True,4,7,9,1,4
"{7, 239}",3,3,True,4,7,10,1,5
"{7, 240}",4,4,True,4,7,11,1,6
"{7, 241}",3,2,False,4,7,8,1,3
"{7, 242}",3,3,True,4,7,8,1,3
"{7, 243}",2,2,True,4,7,8,2,3
"{7, 244}",3,3,True,4,7,9,2,4
"{7, 245}",3,3,True,4,7,9,2,4
"{7, 246}",3,3,True,4,7,10,2,5
"{7, 247}",3,3,True,4,7,9,1,4
"{7, 248}",3,3,True,4,7,9,1,4
"{7, 249}",3,3,True,4,7,10,1,5
"{7, 250}",3,3,True,4,7,9,1,4
"{7, 251}",3,3,True,4,7,9,1,4
"{7, 252}",3,3,True,4,7,9,1,4
"{7, 253}",3,3,True,4,7,10,1,5
"{7, 254}",2,2,True,4,7,9,2,4
"{7, 255}",3,3,True,4,7,10,2,5
"{7, 256}",3,3,True,4,7,10,2,5
"{7, 257}",3,3,True,4,7,11,2,6
"{7, 258}",3,3,True,4,7,11,2,5
"{7, 259}",4,4,True,4,7,11,1,5
"{7, 260}",4,4,True,4,7,11,1,5
"{7, 261}",3,3,True,4,7,10,2,4
"{7, 262}",3,3,True,4,7,11,2,5
"{7, 263}",3,3,True,4,7,11,2,5
"{7, 264}",4,4,True,4,7,12,2,6
"{7, 265}",3,3,True,4,7,8,1,4
"{7, 266}",3,3,True,4,7,7,0,3
"{7, 268}",2,2,True,4,7,7,0,3
"{7, 269}",3,3,True,4,7,8,0,4
"{7, 270}",3,3,True,4,7,9,0,5
"{7, 271}",2,2,True,4,7,8,1,4
"{7, 272}",3,3,True,4,7,9,1,5
"{7, 273}",3,3,True,4,7,10,1,6
"{7, 274}",4,4,True,4,7,10,1,5
"{7, 275}",4,4,True,4,7,9,0,4
"{7, 276}",3,3,True,4,7,9,0,4
"{7, 277}",4,4,True,4,7,10,0,5
"{7, 278}",3,3,True,4,7,9,1,4
"{7, 279}",3,3,True,4,7,10,1,5
"{7, 280}",4,4,True,4,7,11,1,6
"{7, 281}",3,3,True,4,7,9,1,4
"{7, 282}",3,3,True,4,7,10,1,5
"{7, 283}",3,3,True,4,7,8,0,3
"{7, 284}",2,2,True,4,7,8,1,3
"{7, 285}",3,3,True,4,7,9,1,4
"{7, 286}",3,3,True,4,7,9,1,4
"{7, 287}",3,3,True,4,7,10,1,5
"{7, 288}",2,2,True,4,7,8,0,3
"{7, 289}",3,3,True,4,7,9,0,4
"{7, 290}",3,3,True,4,7,9,0,4
"{7, 291}",3,3,True,4,7,10,0,5
"{7, 292}",2,2,True,4,7,9,1,4
"{7, 293}",3,3,True,4,7,10,1,5
"{7, 294}",3,3,True,4,7,10,1,5
"{7, 295}",3,3,True,4,7,11,1,6
"{7, 296}",4,4,True,4,7,11,1,5
"{7, 297}",4,4,True,4,7,11,0,5
"{7, 298}",3,3,True,4,7,10,1,4
"{7, 299}",3,3,True,4,7,11,1,5
"{7, 300}",3,3,True,4,7,11,1,5
"{7, 301}",4,4,True,4,7,12,1,6
"{7, 302}",2,2,True,4,7,10,2,4
"{7, 303}",3,3,True,4,7,11,2,5
"{7, 304}",3,3,True,4,7,11,2,5
"{7, 305}",3,3,True,4,7,12,2,6
"{7, 306}",3,3,True,4,7,12,2,5
"{7, 307}",4,4,True,4,7,13,2,6
"{7, 308}",3,3,True,4,7,10,2,4
"{7, 309}",3,3,True,4,7,10,1,4
"{7, 310}",3,3,True,4,7,10,2,4
"{7, 311}",3,3,True,4,7,11,2,5
"{7, 312}",3,3,True,4,7,10,1,4
"{7, 313}",3,3,True,4,7,10,1,4
"{7, 314}",3,3,True,4,7,10,1,4
"{7, 315}",3,3,True,4,7,11,1,5
"{7, 316}",2,2,True,4,7,10,2,4
"{7, 317}",3,3,True,4,7,11,2,5
"{7, 318}",3,3,True,4,7,12,2,6
"{7, 319}",4,4,True,4,7,12,2,5
"{7, 320}",3,3,True,4,7,12,2,5
"{7, 321}",4,4,True,4,7,13,2,6
"{7, 322}",3,3,True,4,7,10,1,4
"{7, 323}",3,3,True,4,7,10,0,4
"{7, 324}",3,3,True,4,7,11,1,5
"{7, 326}",3,3,True,4,7,10,0,4
"{7, 328}",2,2,True,4,7,10,1,4
"{7, 329}",3,3,True,4,7,11,1,5
"{7, 330}",3,3,True,4,7,12,1,6
"{7, 331}",4,4,True,4,7,12,1,5
"{7, 332}",4,4,True,4,7,12,0,5
"{7, 333}",3,3,True,4,7,12,1,5
"{7, 334}",4,4,True,4,7,13,1,6
"{7, 335}",3,3,True,4,7,11,2,4
"{7, 336}",3,3,True,4,7,11,1,4
"{7, 337}",2,2,True,4,7,11,2,4
"{7, 338}",3,3,True,4,7,12,2,5
"{7, 339}",3,3,True,4,7,12,2,5
"{7, 340}",3,3,True,4,7,13,2,6
"{7, 341}",4,4,True,4,7,14,2,6
"{7, 342}",3,3,True,4,7,13,2,5
"{7, 344}",3,3,True,4,7,13,3,5
"{7, 349}",3,3,True,3,7,6,1,3
"{7, 350}",3,3,True,3,7,7,1,4
"{7, 352}",3,3,True,3,7,7,1,4
"{7, 353}",3,3,True,3,7,8,1,5
"{7, 356}",3,3,True,3,7,7,1,3
"{7, 358}",3,3,True,3,7,7,1,3
"{7, 359}",4,4,True,3,7,8,1,4
"{7, 360}",3,3,True,3,7,7,0,3
"{7, 361}",3,3,True,4,7,7,0,3
"{7, 362}",4,4,True,3,7,8,0,4
"{7, 363}",3,3,True,3,7,8,0,4
"{7, 364}",4,4,True,3,7,9,0,5
"{7, 365}",3,3,True,3,7,8,1,4
"{7, 366}",3,3,True,3,7,8,1,4
"{7, 367}",4,4,True,3,7,9,1,5
"{7, 368}",3,3,True,3,7,9,1,5
"{7, 369}",4,4,True,3,7,10,1,6
"{7, 375}",3,3,True,3,7,8,2,4
"{7, 376}",3,3,True,3,7,7,1,3
"{7, 377}",3,3,True,3,7,8,1,4
"{7, 379}",3,3,True,3,7,7,1,3
"{7, 380}",3,3,True,3,7,8,1,4
"{7, 382}",3,3,True,3,7,8,1,4
"{7, 383}",2,2,True,4,7,7,1,3
"{7, 384}",3,3,True,3,7,8,1,4
"{7, 385}",3,3,True,3,7,8,1,4
"{7, 386}",3,3,True,3,7,9,1,5
"{7, 387}",3,3,True,3,7,8,1,4
"{7, 389}",3,3,True,3,7,9,2,5
"{7, 390}",3,3,True,3,7,10,2,6
"{7, 391}",3,3,True,3,7,8,2,3
"{7, 392}",3,3,True,3,7,9,2,4
"{7, 393}",4,4,True,3,7,9,1,4
"{7, 394}",3,3,True,3,7,9,1,4
"{7, 395}",4,4,True,3,7,9,1,4
"{7, 396}",3,3,True,3,7,9,1,4
"{7, 397}",4,4,True,3,7,10,1,5
"{7, 398}",3,3,True,3,7,9,2,4
"{7, 399}",3,3,True,3,7,10,2,5
"{7, 400}",3,3,True,3,7,9,1,4
"{7, 401}",4,4,True,3,7,10,1,5
"{7, 402}",3,3,True,3,7,10,2,5
"{7, 403}",4,4,True,3,7,11,2,6
"{7, 404}",4,4,True,3,7,9,0,4
"{7, 405}",3,3,True,3,7,9,1,4
"{7, 406}",4,4,True,3,7,10,1,5
"{7, 407}",3,3,True,3,7,8,0,3
"{7, 408}",3,3,True,3,7,9,0,4
"{7, 409}",4,4,True,3,7,9,0,4
"{7, 410}",3,3,True,3,7,9,0,4
"{7, 411}",4,4,True,3,7,10,0,5
"{7, 412}",3,3,True,3,7,8,1,3
"{7, 413}",3,3,True,3,7,9,1,4
"{7, 414}",3,3,True,3,7,10,1,5
"{7, 415}",3,3,True,3,7,9,1,4
"{7, 416}",4,4,True,3,7,10,1,5
"{7, 417}",3,3,True,3,7,10,1,5
"{7, 418}",4,4,True,3,7,11,1,6
"{7, 419}",3,3,True,3,7,10,0,4
"{7, 420}",4,4,True,3,7,11,0,5
"{7, 421}",3,3,True,3,7,11,1,5
"{7, 422}",4,4,True,3,7,12,1,6
"{7, 424}",3,3,True,3,7,9,2,4
"{7, 425}",3,3,True,3,7,9,1,4
"{7, 426}",3,3,True,3,7,9,1,4
"{7, 427}",3,3,True,3,7,9,1,4
"{7, 428}",3,3,True,3,7,9,2,4
"{7, 429}",3,3,True,3,7,10,2,5
"{7, 430}",3,3,True,3,7,9,1,4
"{7, 431}",3,3,True,3,7,9,1,4
"{7, 432}",3,3,True,3,7,10,1,5
"{7, 433}",3,3,True,3,7,9,1,4
"{7, 434}",3,3,True,3,7,9,1,4
"{7, 435}",3,3,True,3,7,10,1,5
"{7, 436}",3,3,True,3,7,10,2,5
"{7, 437}",3,3,True,3,7,11,2,6
"{7, 438}",3,3,True,3,7,10,2,4
"{7, 439}",4,4,True,3,7,11,2,5
"{7, 440}",3,3,True,3,7,10,1,4
"{7, 441}",4,4,True,3,7,11,1,5
"{7, 442}",3,3,True,3,7,10,2,4
"{7, 443}",3,3,True,3,7,11,2,5
