Name,Chromatic,Clique,CR==CL,Ind,n,m,MinD,MaxD
"{7, 444}",3,3,True,3,7,10,1,4
"{7, 445}",4,4,True,3,7,11,1,5
"{7, 446}",3,3,True,3,7,11,2,5
"{7, 447}",4,4,True,3,7,12,2,6
"{7, 448}",3,3,True,3,7,12,2,5
"{7, 449}",4,4,True,3,7,13,2,6
"{7, 450}",3,3,True,3,7,8,1,3
"{7, 452}",3,3,True,3,7,8,2,3
"{7, 453}",3,3,True,3,7,9,2,4
"{7, 454}",2,2,True,4,7,8,1,3
"{7, 455}",3,3,True,3,7,9,1,4
"{7, 456}",3,3,True,3,7,10,1,5
"{7, 457}",3,3,True,3,7,9,2,4
"{7, 458}",3,3,True,3,7,10,2,5
"{7, 459}",3,3,True,3,7,11,2,6
"{7, 460}",4,4,True,3,7,10,1,4
"{7, 461}",3,3,True,3,7,10,2,4
"{7, 462}",4,4,True,3,7,10,1,4
"{7, 463}",3,3,True,3,7,10,2,4
"{7, 464}",4,4,True,3,7,11,2,5
"{7, 465}",3,3,True,3,7,10,1,4
"{7, 466}",4,4,True,3,7,11,1,5
"{7, 467}",3,3,True,3,7,10,2,4
"{7, 468}",3,3,True,3,7,11,2,5
"{7, 469}",4,4,True,3,7,12,2,6
"{7, 470}",4,4,True,3,7,10,1,4
"{7, 471}",4,4,True,3,7,10,1,4
"{7, 472}",3,3,True,3,7,10,1,4
"{7, 473}",4,4,True,3,7,11,1,5
"{7, 474}",3,3,True,3,7,10,2,4
"{7, 475}",3,3,True,3,7,10,2,4
"{7, 476}",3,3,True,3,7,11,2,5
"{7, 477}",3,3,True,3,7,10,2,4
"{7, 478}",4,4,True,3,7,11,2,5
"{7, 479}",3,3,True,3,7,11,2,5
"{7, 480}",4,4,True,3,7,12,2,6
"{7, 481}",3,3,True,3,7,10,2,4
"{7, 482}",4,4,True,3,7,10,1,4
"{7, 483}",3,3,True,3,7,10,2,4
"{7, 484}",3,3,True,3,7,10,2,4
"{7, 485}",4,4,True,3,7,11,2,5
"{7, 486}",3,3,True,3,7,10,1,4
"{7, 487}",3,3,True,3,7,10,1,4
"{7, 488}",3,3,True,3,7,10,2,4
"{7, 489}",3,3,True,3,7,10,2,4
"{7, 491}",4,4,True,3,7,10,1,4
"{7, 492}",3,3,True,3,7,10,1,4
"{7, 493}",3,3,True,3,7,10,1,4
"{7, 494}",4,4,True,3,7,11,1,5
"{7, 495}",3,3,True,3,7,10,1,4
"{7, 496}",4,4,True,3,7,11,1,5
"{7, 497}",3,3,True,3,7,10,2,4
"{7, 498}",3,3,True,3,7,11,2,5
"{7, 499}",3,3,True,3,7,11,2,5
"{7, 500}",4,4,True,3,7,12,2,6
"{7, 501}",3,3,True,3,7,9,1,3
"{7, 502}",3,3,True,3,7,9,2,3
"{7, 503}",4,4,True,3,7,10,2,4
"{7, 504}",3,3,True,3,7,10,2,4
"{7, 505}",4,4,True,3,7,11,2,5
"{7, 506}",3,3,True,3,7,9,1,3
"{7, 507}",4,4,True,3,7,10,1,4
"{7, 508}",3,3,True,3,7,10,1,4
"{7, 509}",4,4,True,3,7,11,1,5
"{7, 510}",3,3,True,3,7,9,2,3
"{7, 511}",3,3,True,3,7,10,2,4
"{7, 513}",3,3,True,3,7,10,2,4
"{7, 514}",4,4,True,3,7,11,2,5
"{7, 515}",3,3,True,3,7,11,2,5
"{7, 516}",4,4,True,3,7,12,2,6
"{7, 517}",4,4,True,3,7,12,2,5
"{7, 518}",4,4,True,3,7,12,1,5
"{7, 519}",3,3,True,3,7,11,2,4
"{7, 520}",4,4,True,3,7,12,2,5
"{7, 521}",3,3,True,3,7,12,2,5
"{7, 522}",4,4,True,3,7,13,2,6
"{7, 523}",3,3,True,3,7,9,1,3
"{7, 524}",3,2,False,3,7,9,2,3
"{7, 525}",3,3,True,3,7,10,2,4
"{7, 526}",3,3,True,3,7,10,2,4
"{7, 527}",3,3,True,3,7,11,2,5
"{7, 528}",3,3,True,3,7,9,2,3
"{7, 529}",3,3,True,3,7,9,1,3
"{7, 530}",3,3,True,3,7,10,2,4
"{7, 531}",3,3,True,3,7,10,2,4
"{7, 532}",3,3,True,3,7,11,2,5
"{7, 533}",2,2,True,4,7,9,1,3
"{7, 534}",3,3,True,3,7,10,1,4
"{7, 535}",3,3,True,3,7,10,1,4
"{7, 536}",3,3,True,3,7,11,1,5
"{7, 537}",3,3,True,3,7,10,2,4
"{7, 538}",3,3,True,3,7,11,2,5
"{7, 539}",3,3,True,3,7,11,2,5
"{7, 540}",3,3,True,3,7,12,2,6
"{7, 541}",4,4,True,3,7,12,2,5
"{7, 542}",4,4,True,3,7,12,2,5
"{7, 543}",4,4,True,3,7,12,1,5
"{7, 544}",3,3,True,3,7,11,2,4
"{7, 545}",3,3,True,3,7,12,2,5
"{7, 546}",3,3,True,3,7,12,2,5
"{7, 547}",4,4,True,3,7,13,2,6
"{7, 548}",3,3,True,3,7,11,2,4
"{7, 549}",4,4,True,3,7,12,2,5
"{7, 550}",3,3,True,3,7,12,3,5
"{7, 551}",4,4,True,3,7,13,3,6
"{7, 552}",3,3,True,3,7,13,3,5
"{7, 553}",4,4,True,3,7,14,3,6
"{7, 556}",3,3,True,4,7,8,1,3
"{7, 558}",4,4,True,3,7,9,1,4
"{7, 559}",3,3,True,3,7,8,1,3
"{7, 560}",3,3,True,3,7,8,1,3
"{7, 561}",3,3,True,3,7,9,1,4
"{7, 563}",4,4,True,3,7,10,1,5
"{7, 564}",3,3,True,3,7,9,2,4
"{7, 565}",3,3,True,3,7,9,2,4
"{7, 566}",3,3,True,3,7,10,2,5
"{7, 567}",4,4,True,3,7,10,2,5
"{7, 568}",4,4,True,3,7,11,2,6
"{7, 570}",5,5,True,3,7,11,0,5
"{7, 571}",4,4,True,3,7,11,1,5
"{7, 572}",5,5,True,3,7,12,1,6
"{7, 573}",5,5,True,3,7,12,1,5
"{7, 574}",5,5,True,3,7,12,0,5
"{7, 575}",4,4,True,3,7,12,1,5
"{7, 576}",5,5,True,3,7,13,1,6
"{7, 577}",4,4,True,3,7,12,1,5
"{7, 578}",3,3,True,3,7,12,2,5
"{7, 579}",4,4,True,3,7,12,2,5
"{7, 580}",4,4,True,3,7,12,2,5
"{7, 581}",4,4,True,3,7,13,2,6
"{7, 582}",4,4,True,3,7,13,2,5
"{7, 583}",5,5,True,3,7,14,2,6
"{7, 584}",3,3,True,3,7,8,0,3
"{7, 585}",3,3,True,4,7,8,0,3
"{7, 586}",3,3,True,3,7,9,0,4
"{7, 588}",3,2,False,3,7,8,1,3
"{7, 589}",3,3,True,3,7,9,1,4
"{7, 590}",3,3,True,3,7,9,1,4
"{7, 591}",3,3,True,3,7,10,1,5
"{7, 592}",4,3,False,3,7,11,1,6
"{7, 594}",3,3,True,3,7,8,1,3
"{7, 595}",3,2,False,3,7,8,2,3
"{7, 596}",3,3,True,3,7,9,2,4
"{7, 597}",3,3,True,3,7,8,1,3
"{7, 598}",3,3,True,3,7,8,1,3
"{7, 599}",3,3,True,3,7,8,2,3
"{7, 600}",3,3,True,3,7,9,2,4
"{7, 601}",3,3,True,3,7,9,2,4
"{7, 602}",3,3,True,4,7,8,1,3
"{7, 603}",3,3,True,3,7,8,1,3
"{7, 604}",3,3,True,3,7,9,1,4
"{7, 605}",3,3,True,3,7,8,1,3
"{7, 606}",3,3,True,3,7,9,1,4
"{7, 607}",3,3,True,3,7,9,1,4
"{7, 608}",2,2,True,4,7,8,1,3
"{7, 609}",3,3,True,3,7,9,1,4
"{7, 610}",3,3,True,3,7,9,1,4
"{7, 611}",3,3,True,3,7,10,1,5
"{7, 612}",3,3,True,3,7,9,2,4
"{7, 613}",3,3,True,3,7,10,2,5
"{7, 614}",3,3,True,3,7,10,2,5
"{7, 616}",3,3,True,3,7,10,2,4
"{7, 617}",3,3,True,3,7,9,2,3
"{7, 618}",3,3,True,3,7,10,1,4
"{7, 619}",3,3,True,3,7,10,1,4
"{7, 620}",4,3,False,3,7,11,1,5
"{7, 621}",3,2,False,3,7,9,2,3
"{7, 622}",3,3,True,3,7,10,2,4
"{7, 623}",3,3,True,3,7,11,2,5
"{7, 624}",3,3,True,3,7,10,2,4
"{7, 625}",3,3,True,3,7,11,2,5
"{7, 626}",3,3,True,3,7,11,2,5
"{7, 627}",4,3,False,3,7,12,2,6
"{7, 628}",4,4,True,3,7,11,1,5
"{7, 629}",3,3,True,3,7,10,2,4
"{7, 630}",3,3,True,3,7,11,2,5
"{7, 631}",4,4,True,3,7,12,2,6
"{7, 632}",3,3,True,3,7,10,1,4
"{7, 633}",4,4,True,3,7,10,0,4
"{7, 634}",3,3,True,3,7,10,1,4
"{7, 635}",4,4,True,3,7,11,1,5
"{7, 636}",4,4,True,3,7,10,0,4
"{7, 637}",4,4,True,3,7,10,1,4
"{7, 638}",4,4,True,3,7,11,1,5
"{7, 639}",4,4,True,3,7,10,0,4
"{7, 640}",4,4,True,3,7,11,0,5
"{7, 641}",4,4,True,3,7,11,1,5
"{7, 642}",3,3,True,3,7,11,1,5
"{7, 643}",4,4,True,3,7,12,1,6
"{7, 645}",3,3,True,3,7,10,1,4
"{7, 646}",3,3,True,3,7,10,0,4
"{7, 647}",3,3,True,3,7,10,0,4
"{7, 648}",4,4,True,3,7,11,0,5
"{7, 649}",3,3,True,3,7,10,1,4
"{7, 650}",3,3,True,3,7,11,1,5
"{7, 651}",4,4,True,3,7,11,1,5
"{7, 652}",3,3,True,3,7,11,1,5
"{7, 653}",4,4,True,3,7,12,1,6
"{7, 654}",4,4,True,3,7,12,0,5
"{7, 656}",4,4,True,3,7,13,1,6
"{7, 657}",3,3,True,3,7,10,2,4
"{7, 658}",3,3,True,3,7,10,2,4
"{7, 659}",3,3,True,3,7,10,1,4
"{7, 660}",3,3,True,3,7,10,1,4
"{7, 661}",3,3,True,3,7,10,1,4
"{7, 662}",3,3,True,3,7,11,1,5
"{7, 663}",3,3,True,3,7,10,2,4
"{7, 664}",3,3,True,3,7,11,2,5
"{7, 665}",3,3,True,3,7,11,2,5
"{7, 666}",3,3,True,3,7,12,2,6
"{7, 667}",4,4,True,3,7,12,2,5
"{7, 669}",4,4,True,3,7,12,1,5
"{7, 670}",4,4,True,3,7,12,1,5
"{7, 671}",3,3,True,3,7,12,2,5
"{7, 672}",3,3,True,3,7,12,2,5
"{7, 673}",4,4,True,3,7,13,2,6
"{7, 674}",3,3,True,3,7,11,2,4
"{7, 675}",3,3,True,3,7,12,2,5
"{7, 676}",4,4,True,3,7,12,1,5
"{7, 677}",4,4,True,3,7,12,2,5
"{7, 678}",3,3,True,3,7,12,2,5
"{7, 679}",4,4,True,3,7,13,2,6
"{7, 680}",3,3,True,3,7,13,2,5
"{7, 681}",4,4,True,3,7,14,2,6
"{7, 682}",3,3,True,3,7,11,2,4
"{7, 683}",4,4,True,3,7,11,1,4
"{7, 684}",4,4,True,3,7,11,1,4
"{7, 685}",3,3,True,3,7,11,1,4
"{7, 686}",4,4,True,3,7,12,1,5
"{7, 687}",3,3,True,3,7,12,2,5
"{7, 688}",4,4,True,3,7,12,2,5
"{7, 689}",4,4,True,3,7,13,2,6
"{7, 690}",5,5,True,3,7,14,2,6
"{7, 691}",3,3,True,3,7,11,1,4
"{7, 692}",4,4,True,3,7,11,0,4
"{7, 693}",4,4,True,3,7,12,1,5
"{7, 694}",3,3,True,3,7,11,0,4
"{7, 695}",4,4,True,3,7,11,0,4
"{7, 696}",4,4,True,3,7,12,0,5
"{7, 697}",3,3,True,3,7,12,1,5
"{7, 698}",4,4,True,3,7,12,1,5
"{7, 699}",4,4,True,3,7,13,1,6
"{7, 700}",5,5,True,3,7,13,1,5
"{7, 701}",5,5,True,3,7,13,0,5
"{7, 702}",4,4,True,3,7,13,1,5
"{7, 703}",5,5,True,3,7,14,1,6
"{7, 704}",3,3,True,3,7,11,2,4
"{7, 705}",3,3,True,3,7,11,1,4
"{7, 706}",3,3,True,3,7,11,2,4
"{7, 707}",3,3,True,3,7,11,2,4
"{7, 708}",3,3,True,3,7,11,2,4
"{7, 709}",3,3,True,3,7,12,2,5
"{7, 710}",4,4,True,3,7,11,1,4
"{7, 711}",3,3,True,3,7,11,2,4
"{7, 712}",3,3,True,3,7,11,2,4
"{7, 713}",4,4,True,3,7,11,2,4
"{7, 714}",4,4,True,3,7,12,2,5
"{7, 715}",3,3,True,3,7,11,1,4
"{7, 716}",4,4,True,3,7,11,1,4
"{7, 717}",4,4,True,3,7,12,1,5
"{7, 718}",3,3,True,3,7,11,2,4
"{7, 719}",3,3,True,3,7,11,2,4
"{7, 720}",3,3,True,3,7,12,2,5
"{7, 721}",3,3,True,3,7,12,2,5
"{7, 722}",4,4,True,3,7,12,2,5
"{7, 723}",4,4,True,3,7,13,2,6
"{7, 724}",4,4,True,3,7,13,2,5
"{7, 725}",4,4,True,3,7,13,2,5
"{7, 726}",4,4,True,3,7,13,2,5
"{7, 727}",4,4,True,3,7,14,2,6
"{7, 728}",5,5,True,3,7,15,2,6
"{7, 729}",3,3,True,3,7,11,2,4
"{7, 730}",3,3,True,3,7,11,2,4
"{7, 731}",3,3,True,3,7,11,2,4
"{7, 732}",4,3,False,3,7,12,2,5
"{7, 733}",3,2,False,3,7,10,2,3
"{7, 734}",3,3,True,3,7,11,2,4
"{7, 735}",3,3,True,3,7,12,2,5
"{7, 737}",3,3,True,3,7,12,3,5
"{7, 738}",4,3,False,3,7,13,3,6
"{7, 739}",4,4,True,3,7,13,2,5
"{7, 740}",4,4,True,3,7,14,3,6
"{7, 741}",4,4,True,3,7,13,2,5
"{7, 742}",4,4,True,3,7,13,1,5
"{7, 743}",4,4,True,3,7,13,2,5
"{7, 744}",3,3,True,3,7,13,2,5
"{7, 745}",4,4,True,3,7,14,2,6
"{7, 746}",3,3,True,3,7,11,2,4
"{7, 747}",3,3,True,3,7,11,1,4
"{7, 748}",3,3,True,3,7,11,2,4
"{7, 749}",3,3,True,3,7,12,2,5
"{7, 750}",3,3,True,3,7,11,2,4
"{7, 751}",3,3,True,3,7,11,1,4
"{7, 752}",3,3,True,3,7,12,2,5
"{7, 753}",3,3,True,3,7,11,1,4
"{7, 754}",3,3,True,3,7,12,1,5
"{7, 755}",3,3,True,3,7,11,2,4
"{7, 756}",3,3,True,3,7,12,2,5
"{7, 757}",3,3,True,3,7,13,2,6
"{7, 758}",4,4,True,3,7,13,2,5
"{7, 759}",4,4,True,3,7,13,2,5
"{7, 760}",4,4,True,3,7,13,1,5
"{7, 761}",3,3,True,3,7,13,2,5
"{7, 762}",4,4,True,3,7,14,2,6
"{7, 763}",3,3,True,3,7,12,3,4
"{7, 764}",3,3,True,3,7,13,3,5
"{7, 765}",4,4,True,3,7,13,3,5
"{7, 766}",3,3,True,3,7,13,3,5
"{7, 767}",4,4,True,3,7,14,3,6
"{7, 768}",4,4,True,3,7,15,3,6
"{7, 769}",4,4,True,3,7,14,2,5
"{7, 770}",3,3,True,3,7,14,3,5
"{7, 771}",4,4,True,3,7,14,3,5
"{7, 772}",4,4,True,3,7,15,3,6
"{7, 773}",5,5,True,3,7,16,3,6
"{7, 775}",3,3,True,3,7,9,2,3
"{7, 776}",3,3,True,3,7,9,2,3
"{7, 777}",3,3,True,3,7,10,2,4
"{7, 779}",3,3,True,3,7,10,2,4
"{7, 780}",3,3,True,3,7,11,2,5
"{7, 782}",3,3,True,3,7,11,2,4
"{7, 783}",3,3,True,3,7,11,2,4
"{7, 784}",3,3,True,3,7,11,2,4
"{7, 785}",4,3,False,3,7,12,2,5
"{7, 786}",3,3,True,3,7,10,2,3
"{7, 787}",3,3,True,3,7,11,2,4
"{7, 788}",4,4,True,3,7,12,2,5
"{7, 789}",3,3,True,3,7,10,2,3
"{7, 791}",4,4,True,3,7,12,2,5
"{7, 794}",3,3,True,3,7,12,2,4
"{7, 795}",4,4,True,3,7,13,2,5
"{7, 796}",3,3,True,3,7,12,2,4
"{7, 797}",4,4,True,3,7,13,2,5
"{7, 800}",3,3,True,3,7,11,2,4
"{7, 801}",3,3,True,3,7,11,1,4
"{7, 802}",4,4,True,3,7,12,1,5
"{7, 803}",3,3,True,3,7,12,2,5
"{7, 804}",4,4,True,3,7,12,2,5
"{7, 805}",3,3,True,3,7,12,2,5
"{7, 806}",4,4,True,3,7,13,2,6
"{7, 807}",4,4,True,3,7,13,2,5
"{7, 808}",4,4,True,3,7,13,1,5
"{7, 809}",3,3,True,3,7,13,2,5
"{7, 810}",4,4,True,3,7,14,2,6
"{7, 812}",3,3,True,3,7,11,2,4
"{7, 813}",3,3,True,3,7,11,2,4
"{7, 814}",3,3,True,3,7,11,2,4
"{7, 815}",3,3,True,3,7,11,2,4
"{7, 816}",3,3,True,3,7,11,2,4
"{7, 817}",3,3,True,3,7,12,2,5
"{7, 821}",4,4,True,3,7,13,2,5
"{7, 822}",4,4,True,3,7,13,2,5
"{7, 824}",4,4,True,3,7,13,2,5
"{7, 829}",4,4,True,3,7,14,2,5
"{7, 832}",3,3,True,3,7,12,2,4
"{7, 836}",4,4,True,3,7,12,2,4
"{7, 837}",3,3,True,3,7,12,2,4
"{7, 838}",4,4,True,3,7,13,2,5
"{7, 839}",3,3,True,3,7,12,3,4
"{7, 840}",3,3,True,3,7,13,3,5
"{7, 841}",4,4,True,3,7,13,3,5
"{7, 842}",4,4,True,3,7,14,3,6
"{7, 843}",3,3,True,3,7,14,3,5
"{7, 844}",4,4,True,3,7,14,3,5
"{7, 845}",4,4,True,3,7,14,3,5
"{7, 846}",4,4,True,3,7,15,3,6
"{7, 847}",5,5,True,3,7,16,3,6
"{7, 848}",3,3,True,3,7,12,0,4
"{7, 849}",4,4,True,3,7,13,0,5
"{7, 850}",3,3,True,3,7,13,1,5
"{7, 851}",4,4,True,3,7,14,1,6
"{7, 852}",4,4,True,3,7,13,2,5
"{7, 853}",4,4,True,3,7,13,1,5
"{7, 854}",3,3,True,3,7,13,2,5
"{7, 855}",4,4,True,3,7,13,2,5
"{7, 856}",3,3,True,3,7,13,2,5
"{7, 857}",4,4,True,3,7,14,2,6
"{7, 858}",3,3,True,3,7,14,2,5
"{7, 859}",4,4,True,3,7,15,2,6
"{7, 860}",5,5,True,3,7,14,2,5
"{7, 861}",4,4,True,3,7,14,2,5
"{7, 862}",4,4,True,3,7,14,2,5
"{7, 863}",5,5,True,3,7,15,2,6
"{7, 864}",5,5,True,3,7,14,1,5
"{7, 865}",5,5,True,3,7,14,0,5
"{7, 866}",4,4,True,3,7,14,1,5
"{7, 867}",5,5,True,3,7,15,1,6
"{7, 868}",3,3,True,3,7,14,2,5
"{7, 869}",4,4,True,3,7,14,2,5
"{7, 870}",4,4,True,3,7,14,2,5
"{7, 871}",4,4,True,3,7,15,2,6
"{7, 872}",5,5,True,3,7,16,2,6
"{7, 873}",3,3,True,3,7,12,2,4
"{7, 874}",4,4,True,3,7,12,1,4
"{7, 875}",4,4,True,3,7,12,2,4
"{7, 876}",4,4,True,3,7,13,2,5
"{7, 877}",4,4,True,3,7,12,1,4
"{7, 878}",3,3,True,3,7,12,1,4
"{7, 879}",4,4,True,3,7,13,1,5
"{7, 880}",3,3,True,3,7,12,2,4
"{7, 881}",3,3,True,3,7,12,2,4
"{7, 882}",4,4,True,3,7,13,2,5
"{7, 883}",3,3,True,3,7,13,2,5
"{7, 884}",4,4,True,3,7,14,2,6
"{7, 885}",3,3,True,3,7,12,2,4
"{7, 886}",3,3,True,3,7,12,2,4
"{7, 887}",3,3,True,3,7,13,2,5
"{7, 888}",3,3,True,3,7,12,3,4
"{7, 889}",3,3,True,3,7,13,3,5
"{7, 890}",3,3,True,3,7,14,3,6
"{7, 891}",4,4,True,3,7,14,2,5
"{7, 892}",3,3,True,3,7,14,3,5
"{7, 893}",4,4,True,3,7,15,3,6
"{7, 894}",3,3,True,3,7,13,3,4
"{7, 895}",4,4,True,3,7,14,3,5
"{7, 896}",3,3,True,3,7,14,3,5
"{7, 897}",4,4,True,3,7,15,3,6
"{7, 898}",4,4,True,3,7,16,3,6
"{7, 899}",4,4,True,3,7,15,3,5
"{7, 900}",4,4,True,3,7,15,2,5
"{7, 901}",3,3,True,3,7,15,3,5
"{7, 902}",4,4,True,3,7,15,3,5
"{7, 903}",4,4,True,3,7,16,3,6
"{7, 904}",5,5,True,3,7,17,3,6
"{7, 905}",3,3,True,3,7,13,3,4
"{7, 906}",3,3,True,3,7,13,3,4
"{7, 907}",3,3,True,3,7,14,3,5
"{7, 910}",4,4,True,3,7,15,3,5
"{7, 912}",4,4,True,3,7,16,4,6
"{7, 914}",4,4,True,3,7,17,4,6
"{7, 915}",5,5,True,3,7,18,4,6
"{7, 917}",3,3,True,3,7,9,2,3
"{7, 918}",4,4,True,2,7,10,2,4
"{7, 919}",3,3,True,3,7,10,2,4
"{7, 920}",4,4,True,2,7,11,2,5
"{7, 923}",4,4,True,3,7,11,1,4
"{7, 925}",4,4,True,2,7,12,2,5
"{7, 926}",5,5,True,2,7,13,2,6
"{7, 927}",3,3,True,3,7,10,2,3
"{7, 929}",4,4,True,2,7,11,2,4
"{7, 931}",4,4,True,2,7,11,2,4
"{7, 932}",3,3,True,3,7,11,2,4
"{7, 933}",4,4,True,2,7,12,2,5
"{7, 934}",4,4,True,2,7,12,3,5
"{7, 935}",4,4,True,2,7,13,3,6
"{7, 936}",4,4,True,3,7,11,2,4
"{7, 937}",4,4,True,3,7,11,2,4
"{7, 938}",4,4,True,3,7,12,2,5
"{7, 939}",3,3,True,3,7,12,2,5
"{7, 940}",4,4,True,3,7,11,1,4
"{7, 941}",4,4,True,3,7,12,1,5
"{7, 942}",4,4,True,3,7,12,2,5
"{7, 943}",4,4,True,3,7,12,2,5
"{7, 944}",4,4,True,3,7,13,2,6
"{7, 945}",5,5,True,2,7,13,2,5
"{7, 946}",5,5,True,2,7,13,1,5
"{7, 947}",4,4,True,2,7,13,2,5
"{7, 948}",5,5,True,2,7,14,2,6
"{7, 949}",4,4,True,2,7,13,3,5
"{7, 950}",4,4,True,2,7,13,2,5
"{7, 951}",4,4,True,2,7,13,2,5
"{7, 952}",4,4,True,2,7,13,3,5
"{7, 953}",4,4,True,2,7,14,3,6
"{7, 954}",4,4,True,2,7,14,3,5
"{7, 955}",5,5,True,2,7,15,3,6
"{7, 956}",4,3,False,2,7,12,3,4
"{7, 957}",4,4,True,2,7,12,2,4
"{7, 958}",3,3,True,3,7,12,2,4
"{7, 961}",4,4,True,2,7,12,2,4
"{7, 962}",4,4,True,2,7,13,2,5
"{7, 963}",3,3,True,3,7,12,3,4
"{7, 964}",4,4,True,2,7,13,3,5
"{7, 965}",4,4,True,2,7,14,3,6
"{7, 967}",4,4,True,2,7,14,3,5
"{7, 968}",5,5,True,2,7,15,3,6
"{7, 970}",3,3,True,3,7,12,2,4
"{7, 971}",3,3,True,3,7,12,2,4
"{7, 972}",4,4,True,2,7,12,2,4
"{7, 973}",4,4,True,2,7,13,2,5
"{7, 979}",5,5,True,2,7,14,2,5
"{7, 980}",4,4,True,2,7,14,2,5
"{7, 981}",5,5,True,2,7,14,1,5
"{7, 982}",4,4,True,2,7,14,2,5
"{7, 983}",5,5,True,2,7,15,2,6
"{7, 985}",4,4,True,2,7,13,2,4
"{7, 986}",4,4,True,2,7,14,3,5
"{7, 987}",4,4,True,2,7,14,3,5
"{7, 988}",4,4,True,2,7,15,3,6
"{7, 989}",5,5,True,2,7,16,3,6
"{7, 990}",4,4,True,2,7,15,3,5
"{7, 991}",4,4,True,2,7,15,4,5
"{7, 992}",4,4,True,2,7,16,4,6
"{7, 993}",5,5,True,2,7,17,4,6
"{7, 995}",5,5,True,2,7,15,1,5
"{7, 997}",5,5,True,2,7,15,2,5
"{7, 998}",5,5,True,2,7,15,2,5
"{7, 999}",5,5,True,2,7,16,2,6
"{7, 1000}",6,6,True,2,7,17,2,6
"{7, 1001}",5,5,True,2,7,16,3,6
"{7, 1002}",4,4,True,2,7,15,3,5
"{7, 1003}",5,5,True,2,7,15,3,5
"{7, 1004}",4,4,True,2,7,15,3,5
"{7, 1005}",5,5,True,2,7,16,3,6
"{7, 1006}",5,5,True,2,7,17,3,6
"{7, 1007}",6,6,True,2,7,18,3,6
"{7, 1008}",4,4,True,2,7,14,3,5
"{7, 1009}",4,4,True,2,7,14,3,5
"{7, 1010}",3,3,True,3,7,13,2,4
"{7, 1011}",4,4,True,2,7,14,2,5
"{7, 1013}",4,4,True,2,7,15,3,6
"{7, 1015}",5,4,False,2,7,16,4,6
"{7, 1017}",4,4,True,2,7,13,3,4
"{7, 1018}",3,3,True,3,7,13,3,4
"{7, 1019}",4,4,True,2,7,14,3,5
"{7, 1020}",4,4,True,2,7,15,4,6
"{7, 1021}",4,4,True,2,7,15,2,5
"{7, 1023}",4,4,True,2,7,16,3,6
"{7, 1025}",4,4,True,2,7,15,3,5
"{7, 1026}",4,4,True,2,7,15,4,5
"{7, 1027}",4,4,True,2,7,16,4,6
"{7, 1028}",5,5,True,2,7,17,4,6
"{7, 1029}",4,4,True,2,7,16,4,5
"{7, 1030}",4,4,True,2,7,16,4,5
"{7, 1031}",4,4,True,2,7,17,4,6
"{7, 1032}",5,5,True,2,7,18,4,6
"{7, 1033}",6,6,True,2,7,19,4,6
"{7, 1034}",5,5,True,2,7,17,4,6
"{7, 1035}",5,5,True,2,7,16,3,5
"{7, 1036}",5,5,True,2,7,16,2,5
"{7, 1037}",4,4,True,2,7,16,3,5
"{7, 1038}",5,5,True,2,7,17,3,6
"{7, 1039}",5,5,True,2,7,18,4,6
"{7, 1040}",4,4,True,2,7,17,4,5
"2C3+K1",3,3,True,3,7,6,0,2
"2P2+3K1",2,2,True,5,7,2,0,1
"2P3+K1",2,2,True,5,7,4,0,2
"3P2+K1",2,2,True,4,7,3,0,1
"{Apollonian, 2}",4,4,True,3,7,15,3,6
"C3+2P2",3,3,True,3,7,5,1,2
"C3+4K1",3,3,True,5,7,3,0,2
"C3+K1,3",3,3,True,4,7,6,1,3
"C3+K4",4,4,True,2,7,9,2,3
"C3+K4-e",3,3,True,3,7,8,2,3
"C3+P2+2K1",3,3,True,4,7,4,0,2
"C3+P3+K1",3,3,True,4,7,5,0,2
"C3+P4",3,3,True,3,7,6,1,2
"C4+3K1",2,2,True,5,7,4,0,2
"C4+C3",3,3,True,3,7,7,2,2
"C4+P2+K1",2,2,True,4,7,5,0,2
"C4+P3",2,2,True,4,7,6,1,2
"C5+2K1",3,2,False,4,7,5,0,2
"C5+P2",3,2,False,3,7,6,1,2
"C6+K1",2,2,True,4,7,6,0,2
"{Circulant, {7, {1, 2}}}",4,3,False,2,7,14,4,4
"{Complete, 7}",7,7,True,1,7,21,6,6
"{CompleteBipartite, {2, 5}}",2,2,True,5,7,10,2,5
"{CompleteBipartite, {3, 4}}",2,2,True,4,7,12,3,4
"{CompleteTree, {2, 3}}",2,2,True,5,7,6,1,3
"{CompleteTripartite, {1, 1, 5}}",3,3,True,5,7,11,2,6
"{CompleteTripartite, {1, 2, 4}}",3,3,True,4,7,14,3,6
"{CompleteTripartite, {1, 3, 3}}",3,3,True,3,7,15,4,6
"{CompleteTripartite, {2, 2, 3}}",3,3,True,3,7,16,4,5
"{Cone, {3, 4}}",4,4,True,4,7,15,3,6
"{Cycle, 7}",3,2,False,3,7,7,2,2
"{DutchWindmill, {2, 4}}",2,2,True,4,7,8,2,4
"{DutchWindmill, {3, 3}}",3,3,True,3,7,9,2,6
"EiffelTowerGraph",3,3,True,4,7,7,1,3
"{Empty, 7}",1,1,True,7,7,0,0,0
"{Fan, {1, 6}}",3,3,True,3,7,11,2,6
"{Fan, {2, 5}}",3,3,True,3,7,14,3,5
"{Fan, {3, 4}}",3,3,True,3,7,15,4,5
"{Gear, 3}",2,2,True,4,7,9,2,3
"{Harary, {3, 7}}",3,3,True,3,7,11,3,4
